53.17;23.73;1004.54;48.86
53.69;23.73;1004.54;48.86
54.22;23.73;1004.57;48.87
54.74;23.73;1004.54;48.87
55.26;23.73;1004.54;48.88
55.78;23.73;1004.56;48.89
56.30;23.73;1004.55;48.88
56.82;23.73;1004.56;48.90
57.34;23.73;1004.56;48.88
57.87;23.73;1004.55;48.89
58.39;23.73;1004.55;48.87
58.91;23.73;1004.55;48.86
59.43;23.73;1004.58;48.86
59.95;23.72;1004.54;48.86
60.47;23.73;1004.55;48.86
61.00;23.73;1004.58;48.86
61.52;23.73;1004.56;48.86
62.04;23.72;1004.54;48.86
62.56;23.73;1004.55;48.87
63.08;23.72;1004.55;48.86
63.61;23.73;1004.56;48.87
64.13;23.72;1004.56;48.88
64.65;23.72;1004.55;48.89
65.17;23.73;1004.55;48.91
65.69;23.73;1004.56;48.90
66.22;23.72;1004.59;48.90
66.74;23.72;1004.57;48.88
67.26;23.72;1004.56;48.88
67.78;23.72;1004.55;48.88
68.30;23.72;1004.56;48.87
68.83;23.72;1004.54;48.86
69.35;23.72;1004.53;48.85
69.87;23.72;1004.55;48.82
70.39;23.72;1004.53;48.83
70.92;23.71;1004.52;48.82
71.44;23.72;1004.54;48.82
71.96;23.72;1004.54;48.83
72.48;23.71;1004.53;48.84
73.00;23.72;1004.55;48.84
73.53;23.72;1004.57;48.84
74.05;23.72;1004.52;48.84
74.57;23.72;1004.52;48.84
75.09;23.72;1004.54;48.85
75.61;23.72;1004.54;48.85
76.14;23.72;1004.56;48.85
76.66;23.72;1004.55;48.85
77.18;23.72;1004.54;48.87
77.70;23.72;1004.56;48.86
78.22;23.71;1004.56;48.87
78.75;23.72;1004.55;48.87
79.27;23.71;1004.56;48.87
79.79;23.71;1004.55;48.86
80.31;23.72;1004.57;48.86
80.83;23.72;1004.54;48.84
81.35;23.72;1004.55;48.84
81.87;23.72;1004.53;48.84
82.40;23.72;1004.58;48.83
82.92;23.72;1004.57;48.83
83.44;23.72;1004.56;48.83
83.96;23.72;1004.55;48.84
84.48;23.72;1004.57;48.84
85.00;23.73;1004.55;48.85
85.53;23.73;1004.59;48.86
86.05;23.72;1004.55;48.86
86.57;23.72;1004.59;48.88
87.09;23.72;1004.58;48.89
87.61;23.72;1004.56;48.91
88.13;23.72;1004.56;48.92
88.65;23.72;1004.59;48.92
89.18;23.72;1004.57;48.93
89.70;23.72;1004.57;48.93
90.22;23.72;1004.59;48.93
90.74;23.71;1004.57;48.91
91.27;23.72;1004.57;48.89
91.79;23.71;1004.60;48.88
92.31;23.71;1004.56;48.87
92.83;23.71;1004.53;48.87
93.35;23.71;1004.53;48.88
93.87;23.71;1004.57;48.88
94.39;23.72;1004.56;48.89
94.92;23.72;1004.55;48.89
95.44;23.72;1004.56;48.89
95.96;23.72;1004.58;48.88
96.49;23.72;1004.56;48.87
97.01;23.72;1004.55;48.86
97.53;23.72;1004.56;48.86
98.05;23.72;1004.56;48.86
98.57;23.72;1004.58;48.85
99.10;23.72;1004.57;48.85
99.62;23.72;1004.58;48.84
100.14;23.71;1004.56;48.84
100.66;23.72;1004.57;48.80
101.19;23.71;1004.55;48.83
101.71;23.72;1004.57;48.83
102.23;23.71;1004.58;48.83
102.75;23.71;1004.56;48.84
103.27;23.72;1004.58;48.85
103.80;23.72;1004.55;48.86
104.32;23.71;1004.55;48.87
104.84;23.71;1004.57;48.87
105.36;23.71;1004.58;48.87
105.89;23.71;1004.57;48.87
106.41;23.71;1004.55;48.86
106.93;23.71;1004.58;48.87
107.45;23.71;1004.54;48.88
107.98;23.71;1004.55;48.88
108.50;23.71;1004.58;48.89
109.02;23.70;1004.57;48.91
109.54;23.70;1004.56;48.91
110.06;23.70;1004.54;48.91
110.58;23.70;1004.55;48.90
111.11;23.70;1004.56;48.89
111.63;23.70;1004.55;48.89
112.15;23.70;1004.55;48.88
112.67;23.71;1004.55;48.88
113.20;23.71;1004.55;48.88
113.72;23.71;1004.58;48.88
114.24;23.71;1004.54;48.88
